estrella|texto|lugar
30|Lo que mas me gusta de esta plaza es el nombre ... me recuerda a mi pais !!!!Tiene muchos arboles, un busto de Jose G. Artigas, heroe maximo uruguayo y creo que una fuente.No es linda, Asuncion no tiene lindas plazas !! Ultimamente esta mas cuidada !!|plaza_uruguaya
30|A diferencia de otras plazas de Asuncion centro, este es un remanso muy tranquilo, sin personas acampadas o muchedumbres, para descansar un rato a la sombra, si bien aparte del entorno, de los edificios vecinos y de una estatua, no tiene mayores atractivos.|plaza_uruguaya
40|Linda plaza, con la estatua de Artigas, en homenaje a Uruguay, Hermosos lapachos para disfrutar de un intervalo entre visitas de la zona.Se encuentra frente al Museo del viejo ferrocarril, ya desparecido.Una peculiaridad, dos lindas librerias en el predio, que nos dan la posiblidad de comprar un buen libro, incluyendo autores paraguayos.( Los libros, no son baratos en Paraguay)|plaza_uruguaya
30|Hermoso lugar para disfrutar de un bosque en pleno centro antiguo de Asuncion. En invierno los lapachos florecen a plenitud. Un espectaculo digno de ver y fotografiar. De noche no es seguro el sitio.|plaza_uruguaya
40|Una de las plazas mejor conservadas de Asuncion. Frente a la vieja estacion del ferrocarril. Ideal para un descansito despues de una caminata por la ciudad. Ahora se encuentra enrejada. En su interior funciona una gran libreria. Pueden observarse tres interesantes estatuas.|plaza_uruguaya
30|Para sentarse de paso a algun lado y descansar un poco no se observa ningun atractivo en particular, es una de las plazas mas lindas de Asuncion y mejor cuidada que otras.|plaza_uruguaya
30|Una de las plazas con mejor mantencion de Asuncion. Se puede descansar despues de una caminata por la ciudad. Ademas, al interior del recinto hay dos librerias, una de ellas con libros de literatura e historia de Paraguay a muy buen precio.|plaza_uruguaya
40|Un muy buen espacio comunitario para descansar y refrescarse con mucha sombra y muy bien cuidada en medio de la ciudad.|plaza_uruguaya
20|No me gusto, esperaba ver la plaza mas importante o con cosas tipicas o caracteristicas para ver y no tiene nada.Es un plaza comun y corriente sin ningun atractivo.Cuando fui habia gente durmiendo en la plaza y mal ambiente.|plaza_uruguaya
30|Ubicada frente a la vieja estacion ferroviaria, en el centro historico de la ciudad, la plaza Uruguaya es sitio de referencia para este sector de Asuncion. Anteriormente llamada San Francisco, recibe su nombre en homenaje al pueblo uruguayo, quien le condono la deuda y restituyo elementos sustraidos durante la guerra de la Triple Alianza, en el gobierno de Maximo Santos. Apacible arboleda, le falta un poco de mantenimiento y embellecimiento. Su perimetro esta rodeado por rejas. Contiene un par de librerias en su interior.|plaza_uruguaya
40|El casco viejo de Asuncion es interesante para un paseo, sobre todo en sabado por Palma y la Plaza Uruguaya, con sus restaurantes, cafes, tiendas, ambulantes y su Mercado de Pulgas que la hacen parecer el San Telmo asunceno.|plaza_uruguaya
30|En medio del centro de Asuncion se halla esta plaza no muy diferente de otras, pero mejor cuidada y sin tanto vendedor ambulante.|plaza_uruguaya
40|Es bueno darse una vuelta por alli, ademas de centrica, cerca a la Plaza hay casas de cambio y una zona en la que se encuentran comerciantes que venden muy buena artesania. Son de reconocida calidad sus manteles tejidos y/o bordados. Tambien pueden encontrar articulos de cuero.|plaza_uruguaya
30|nada espectacular si pasa cerca un luga donde se ven a los lugareños disfrutando un descanso breve nada espectacular|plaza_uruguaya
40|Es un lugar historico con muchos lugares para visitar alrededor. Alli esta la primer farmacia La Catedral y el mejor lugar de empanadas tradicional Lido.Tiene en el parque un centro de artesanias y alrededor indigenas que venden sus productos tambien.|plaza_uruguaya
30|La Plaza Uruguay es grande, tiene mucho verde, con algunos puestos de libros y bebidas. En el centro de la plaza hay una especia de Centro Cultural al cual no pude acceder porque se encontraba cerrado.|plaza_uruguaya
40|Linda plaza para descansar durante un paseo y cobijarse del sol asunceno entre su abundante vegetacion. Esta ubicada en el casco historico de la ciudad capital.|plaza_uruguaya
50|Plaza muy significaativa historicamente, interesante enclave por su posicion en frente a la otrora Estacion de Ferrocarril Carlos Antonio Lopez, rodeada de unos edificios arquitectonicamente interesantes y que demuestran su antiguedad. Es un bello jardin en pleno centro de Asuncon con los lapachos en flor y su concurridos asientos.|plaza_uruguaya
40|Tiene mucho verde,estatuas,un lugar donde venden libros dentro de la plaza,juegos para niños.Esta cuidada y bien atendida,para pasar muy buen rato en familia!|plaza_uruguaya
50|Hermoso lugar, centro de encuentro cuidadano desde el siglo 19, la entonces plaza San Francisco, ubicada frente a la Estacion Central del Ferrocarril|plaza_uruguaya
40|Asuncion es la ciudad mas antigua de latinoamerica y asi lo demuestra toda la arquitectura de la ciudad, no obstante le da un toque de antiguo, olvidado pero bello.|plaza_uruguaya
40|la plaza linda sus arboles flores colores mucha gente sentada en sus bancos tomando el famoso terere muchisimo calor.|plaza_uruguaya
40|La plaza se encuentra muy bien mantenida, limpia, con mucha sombra de la gran cantidad de arboles.Tiene parque infantil, lugares de descanso, librerias y una excelente vista del antiguo ferrocarril, el primero de America, que hoy alberga su museo.Excelente ubicacion, punto clave de la ciudad, en pleno centro historico.|plaza_uruguaya
30|En esta plaza se realizan actividades culturales conciertos , exposiciones de artesanos, es una plaza que se encuentra en la entrada al centro de la cuidad, para ser sincera no tiene nada de especial para una visita , una plaza mas, la recomiendo si se realiza alguna actividad cultural que se realiza con frecuencia pero lastimosamente no existe un calendarios fijo al cual puedan consultar, normalmente estas actividades culturales son gratuitas. Asi que si estas hospedados en algun hotel del centro de Asuncion y tienes ganas de dar una caminata esta plaza es muy buena ya que es bastante arbolada . Pero ojo a tomar precauciones por que no es 100 % segura.|plaza_uruguaya
30|Es una linda plaza en el centro de la ciudad, Muy cuidada y con mucho verde. Se instalan vendedores a su alrededor y es un lindo pulmon en el centro|plaza_uruguaya
50|Hermoso lugar en el centro de Asuncion. Limpia, segura y relajante. La n espacio verde para disfrutar|plaza_uruguaya
40|Estabamos alojados en hotel Sabe Center frente a la plaza, muy lindo lugar para sentarse a descansar en las tardes calidas, hay muchas tiendas de libros|plaza_uruguaya
40|Plaza agradable, ideal para ir con niños, tiene estatuas, un par librerias, y se mantiene muy limpia.|plaza_uruguaya
30|Nada del otro mundo, como uruguayo, me emociona ver la estatua de nuestro procer maximo, el General Artigas alli, pero la plaza aparece mas bien descuidada y sin nada muy destacable ni en la misma plaza, ni en los alrededores.|plaza_uruguaya
30|Plaza ubicada en el centro de la ciudad con mucha vegetacion y lugares de descanso. Al medio hay una libreria con mucha variedad de titulos.|plaza_uruguaya
30|Las criticas anteriores son bastante exactas, en lo referido a su entorno, Lo mas rescatable es su sombra para los dias de calor si estas visitando el centro de Asuncion y sin dudas las 2 librerias que atraen a entrar y pasar un buen momento eligiendo libros.Para quienes somos uruguayos, quizas es mas especial, ya que lleva el nombre de nuestro pais, a causa de fuimos quienes primero devolvieron a Paraguay los trofeos de guerra de la Triple Alianza y como gesto, se le coloco este nombre.|plaza_uruguaya
40|Es una plaza prolija, limpia y con mucha sombra. Hay dos librerias muy completas. Cerca de alli esta el Museo del Ferrocarril; la calle Palma y casas de una arquitectura maravillosa que vale la pena descubrir.Suelen venderse jugos y ensaladas de frutas. Vale la pena sentarse a la fresca sombra a disfrutarlos|plaza_uruguaya
40|Pulmon verde de Asuncion, queda ubicado al final de calle Palma, indicado para un descanso despues de una caminata, ya que es fresco en tiempo de calor.|plaza_uruguaya
40|Mas cuidado,ahora tiene portones mas seguridad,fui para una feria y se nota mas verde,antes con las distintas huelgas que habia se ensuciaba bastante y desde que se colocaron los portones fue mejor el baño tambien con mejor atencion|plaza_uruguaya
30|Lamentablemente solo los libros rescatan este patrimonio que se encuentra frente al Museo del Ferrocarril, dado que desde el punto de vista de paseo publico le falta mucho aun por recuperar. En todo caso, es un punto para descansar a la sombra de añosos arboles.|plaza_uruguaya
40|Hermosa plaza ubicada cerca a la carrilera del tren. Posee en su interior un libreria- aunque no maneja precios muy economicos- y al su alrededor edificaciones republicanas|plaza_uruguaya
40|Muy buen Lugar para pasear, despues de que se ha colocado las Vallas Perimetrales.. esta en perfercto estado de mantenimiento y es mas seguro, buen lugar para ir a leer libros, existen dos librerias en el misma. Recomendado|plaza_uruguaya
30|Extrañamente es una plaza que esta frente a la estacion de trenes. La plaza esta rodeada por rejas y solo posee una estatua en el centro. No venden nada en la plaza como vendedores ambulantes, solo se agradece la sombra que dan los arboles para capear el calor.|plaza_uruguaya
30|Una linda plaza para descansar un rato, luego de recorrer el centro historico de asuncion y tambien tomar unos mates o terere mientras comes unos ricos chipa.|plaza_uruguaya
40|En la Plaza Uruguaya puedes ir a sentarte un rato a descansar. Mucha gente local la usa para eso, simplemente caminar o sentarse en una banca para disfrutar del clima (fuimos en febrero). Esta a unas cuantas cuadras del centro de Asuncion.|plaza_uruguaya
30|La Plaza Uruguay es un bonito lugar en pleno centro de Asuncion. En su entorno se encuentra la antigua estacion de ferrocarriles de la ciudad.Me parecio un lugar seguro, con varios visitantes locales tomando terere, leyendo o conversando... Se respira Paraguay!Lamentablemente creo que le hace falta mas cuidado y restauraciones en ciertos aspectos. El mobiliario urbano no estaba del todo en buenas condiciones, junto a ello, el cesped y los jardines no estaban bien cuidados.Pero igual vale la pena darse una vuelta.|plaza_uruguaya
40|Es una plaza que esta frente al museo de tren. Esta muy cuidada, limpia y tiene una hermosa y abundante vegetacion. Tiene policias que la recorren para seguridad de la gente. Asimismo tiene un lindo monumento a artigas en el centro de la plaza. Cuando cae el sol (todavia de dia) mucha gente la usa para hacer deportes. Es una de las mejores plazas de la ciudad.|plaza_uruguaya
30|Estuve sentada unos pocos minutos en mi paseo por esta ciudad. Lugar bastante tranquilo con bancas, y muchos arboles rodeado de naturaleza. Te puedes sentar y descansa un momento para continuar con tu paseo por la ciudad. Se recomienda.|plaza_uruguaya
40|un lugar muy lindo, tiene varios puestos de ventas de libros tipos islas, muchos arboles, muchos bancos para sentarse muy lindo, tiene portones, muy lindo para descansar y tomar el tradicional terere tipico de asuncion, ubicado en el centro.|plaza_uruguaya
30|Mucha gente con niños un dia sabado a la tarde. Si bien el lugar es bonito, en ciertas partes la plaza estaba medio vacia y desolada. A un par de cuadras ya comienza el centro de Asuncion.|plaza_uruguaya
40|Es una linda plaza, sobre todo porque tiene muchos arboles entonces es fresco estar ahi. Salgan a caminar por ahi!|plaza_uruguaya
40|"La particularidad de esta plaza es que ocupa cuatro manzanas del Centro Historico y linda con la Estacion Central del Ferrocarril Carlos Antonio Lopez (convertida en museo, aunque muy descuidado).En los dias calurosos (que son muchos en Asuncion), la Plaza Uruguaya se convierte en un oasis centrico dada su frondosa vegetacion. Por otro lado, en dos de sus esquinas (25 de Mayo con Mexico y 25 de Mayo con Antequera) podra encontrar dos excelentes librerias, Servilibro y El Lector, muy bien surtidas, sobre todo, de material editado en Paraguay, muy raro de encontrar fuera de ese pais. Recomendable si esta buscando publicaciones locales.El por que lleva el nombre de ""Uruguaya"" lo encontrara en la fotografia adjunta."|plaza_uruguaya
40|Es un simbolo historico de la ciudad de Asuncion, desde epocas remotas, pues fue nominada asi, luego del armisticio con el Uruguay por la guerra de 1870. En la actualidad, esta totalmente enrejada y remozada, tiene varias librerias en su predio, y claro, muchos arboles nativos.|plaza_uruguaya
40|Es una plaza muy buena para sentarse y contemplar la naturaleza, un bosquecito en medio de la ciudad. Lo que le faltaria es realizar eventos que atraigan apartir de los jueves hasta los domingos|plaza_uruguaya
30|Un parque muy bonito y bien cuidado, lastima la poca oferta comercial y la abundancia de indigentes en acorde con los edificios abandonados.|plaza_uruguaya
30|Creo que es de los sitios que puedes visitar cuando haces un tour por la ciudad. Escuchar la historia de su nombre y tomar alguna fotografia. Pero esta sucia, con vendedores y gente de la calle. No la recomendaria en la noche.|plaza_uruguaya
40|Frente a la Estacion del Ferrocarril, es una plaza preciosa, exhuberante y bien cuidada. Ideal para sentarse y dejar correr el tiempo sin prisa.|plaza_uruguaya
30|esta muy bonita y muy bien ubicad pero podria estar mejor ya q con todo el espacio que tiene y siendo una plaza en el centro de la ciudad deberia tener mas banca par q las personas se puedan sentar y disfrutar del lugar estuve en julio pasado y paseaba a diario por el lugar mas nunca encontre donde sentarme un rato las pocas bancas ya estaban ocupadas solo me daba el paseo y ya.|plaza_uruguaya
40|La nueva Plaza Uruguaya esta muy linda, recomendable a extranjeros que visitan nuestro hermoso pais.Hace un mes se esta teniendo comidas tipicas, o dias folcloricos en este sitio.Con un menu variado de comidas tipicas para degustar y disfrutar.Muy bueno lo que esta haciendo la Municipalidad de Asuncion en cuanto a revalorizar nuestra cultura.Esperamos puedan disfrutar los que visitan este sitio.|plaza_uruguaya
20|Una plaza que se esta mejorando pero siempre quiere ser ocupada por indigenas q reclaman sus tierras, ahora mejoro un poco,no es nada atractiva lastimosamente.|plaza_uruguaya
50|Despues de mi ultima visita debo decir que por fin le han hecho justicia a una plaza centrica de Asuncion frente a la estacion de ferrocarrilCercada y cuidada con nuevos paseos cuidados le han dado a esta plaza una preciosa imagenFelicito a la Intendencia de Asuncion por haberla recuperado en su esplendor|plaza_uruguaya
50|Luego de decadas de encontrarse en mal estado y parecer cualquier cosa menos una plaza para disfrutarla, la plaza uruguaya se encuentra actualmente en su mejor momento luego de mucho tiempo, recomendable para conocer y pasar el rato|plaza_uruguaya
40|Un lugar relajado, tranquilo y, sobre todo, muy fresquito para descansar un rato si se esta de visita en asuncion.|plaza_uruguaya
40|Posee una feria de artesanos con productos economicos y de calidad. La gente siempre se muestra muy amable.|plaza_uruguaya
40|La estan remodelando y la han limpiado y cercado me gusto el lugar y sus artesanias.- Gente muy amable.-|plaza_uruguaya
40|despues de la verja que rodea el perimetro se volvio un lugar mas atractivo y mas limpio. ojala que la Municipalidad de Asuncion y sobre todo los ciudadanos la mantengamos siempre asi. Esplendida..|plaza_uruguaya
40|me gusto mucho ir a medio dia, llegan los estudiantes, las personas que trabajan por ahi cerca y toman terere (la bebida nacional) si no llevas el tuyo puedes comprarlo afuera de la plaza. hay muchos arboles, tiendas de libros y bancas para sentarse a leer, es un lugar bonito de Asuncion|plaza_uruguaya
30|hermosa plaza en pleno centro asunceno. amplios camineros, arbolado, con mucho verde. Lo unico negativo es la seguridad, debe tenerse cuidado al pasear por ese lugar, sobre todo a la noche. Acoto que debe recogerse informacion actual al respecto de la seguridad|plaza_uruguaya
40|Se rehabilito en el 2012.. Desde ahi, permanece muy bien cuidada. Tiene tiendas librerias bien completas con literatura nacional e internacional.|plaza_uruguaya
30|Solo eso, una plaza, lo mas interesante que tiene la plaza es lo que esta en frente, la estacion de ferrocarril.|plaza_uruguaya
20|No es una zona donde los turistas puedan pasear tranquilos, mucha inseguridad por el centro, si van a salir que sean antes que caiga la noche y acompañados siempre de alguien de la ciudad.|plaza_uruguaya
30|no hay mayor cosa por ver, es muy sencillo y opino que podria mejorar. esperaba un poco mas del sitio. es todo lo que tengo por decir|plaza_uruguaya
30|Sitio tipico en pleno centro de Asuncion, ideal para pasar unos ratos a la sombra en las calurosas tardes asunceñas. Muy tranquila puede apreciarse la estatua del Caudillo Artigas, luchador por el desarrollo del sur de america, quien viviera sus ultimos años en esta ciudad en calidad de exiliado.|plaza_uruguaya
40|Ahora que se remodelo esta mucho mejor. tiene un mejor aspecto, esta mas cuidada y limpia, tiene mas atracciones, y siempre estan las librerias dentro de la plaza para visitar. Realmente ahora es mas segura y se puede disfrutar de ella, sentarse un rato debajo de los grandes arboles que posee.|plaza_uruguaya
40|Muy tranquila para ir en familia.Tiene acceso a internet y parque para niños. Especial para un dia de relax.|plaza_uruguaya
50|tranquila con muchos recursos, centrica... ideal para para la mañana o tarde del domingo sentado al sol|plaza_uruguaya
40|Importante plaza de Asuncion del tamaño de 4 manzanas, en ella arranca la calle Mariscal Estigarribia que luego se convierte en Palma (es la calle principal donde estan todos los comercios del centro, Panteon de los Heroes, etc.) a 3 o 4 cuadras del microcentro, cuenta ademas con una importante parada de taxis (ubicada hacia el Este o sea distal al centro) por calle Antequera, por calle Ayala esta la vieja estacion de trenes; en la plaza tambien estan el monumento a Artigas, estatuas y fuentes.-|plaza_uruguaya
30|Lo mas interesante son las librerias. La municipalidad la ha hermoseado un poco y sirve de relax. Pero no es un punto extremadamente interesante.|plaza_uruguaya
30|Es una plaza emblematica de Asuncion, colocaron rejas para protejerla de las invasiones de manisfestantes. La remodelaron,peronalmente le falta mucho mas!!!|plaza_uruguaya
10|Ahora que estan erejando esta mejor. Pero para mi que la gente no se vaya a ese lugar es peligroso|plaza_uruguaya
20|Sitio sucio y peligroso, lleno de desplazados campesinos e indios, actualmente estan cercandolo para protegerlo de estas invasiones exporadicas|plaza_uruguaya
20|Es un plaza muy representativa de la ciudad, pero en muy mal estado debido a las costantes acampadas de grupos de manifestantes. Actualmente esta siendo vallada para proteger el espacio....la Municipalidad ha puesto internet en la plaza y se puede navegar con conexion Wi Fi (dato interesante para los turistas)|plaza_uruguaya
20|Esta en un area de la ciudad que no es muy acogedora y la Plaza en si esta muy descuidada|plaza_uruguaya
20|Me decepciono mucho, he escuchado mucho hablar de esta plaza, cuando pase por ahi me parecio lamentable el estado en que se encuentra. Sucio, mal cuidado y muchas otras cosas mas.|plaza_uruguaya
10|"Una de tantas plazas paraguayas sucias, llenas de puestos de comerciantes ambulantes, sin cuidado de su jardineria... Parece que van a ""reformarla""..."|plaza_uruguaya
10|la verdad no me gusta que este en un punto estrategico del centro y este tan mal cuidada... deberia ser un ejemplo de plaza...|plaza_uruguaya
30|"facahada del actual ministerio de hacienda, otrora palacio ""benigno lopez"" una de las bellezas del barroco tardio en asuncion, en su inetrior guarda pilastras estriadas adosadas a las paredes, grandes escaleras de marmol con herrajes totalmente decorados haciendo replicas a vegetales, tambien son importantes sus frisos y cielo raso"|plaza_uruguaya
10|Un campamento con malos olores. En lugar de una plaza parece un campo de concentracion de indigenas y personas necesitadas en pesimas condiciones de salud e higiene.|plaza_uruguaya
30|no se pudo ver casi nada por la manifestacion y ocupacion de los indigenas locales|plaza_uruguaya
20|Esta foto no correspende a la Plaza uruguaya, es el Edificio del Ministerio de Hacienda, de todas maneras la plaza uruguaya se convirtio en alojamiento de indigenas y campesinos que vienen a protestar a la ciudad instalando sus banos y basureros por todos lados, no es un lugar seguro|plaza_uruguaya
10|sucia, invadida permanentemente. foco de manfestaciones sociales.|plaza_uruguaya
30|Falta aun que la municipalidad de Asuncion termine de limpiar y hacer seguro este espacio que siempre fue invadido por manifestantes y acampantes|plaza_uruguaya
20|... lamentablemente, hay unas personas acampando desde hace mucho tiempo alli sin respuestas de las autoridades ... resultado: parece un campo de refugiados en el medio de la ciudad ...|plaza_uruguaya
20|Senti inseguridad, esta cerca de gente que viveen la barraca del rio, pobres y muchos viven del latrocinio. Lo vi con mis propios ojos.|plaza_uruguaya
20|Pese a ser uno de los puntos de referencia en los paseos de la ciudad, esta muy descuidada. De noche no tiene ni una sola luz, y era paso obligado para salir a cenar. El cesped esta levantado y hay por la noche hay policias para evitar que vuelva a ser tomada.|plaza_uruguaya
50|esta plaza es la mas grande del centro de Asuncion y felicito al Intendente actual que quiere recuperarla (como lo hacen en varios paises que he visitado) para que todas las personas podamos aprovecharla, lastimosamente enrejandola, pero es la unica forma que deje de sufrir invasiones todo el tiempo.|plaza_uruguaya
10|Una portesta que esta aproximadamente hace 6 meses apostada en esta plaza la ha deteriorado terriblemente, este en otrora lugar turistico necesita una renovacion urgente|plaza_uruguaya
30|es una plaza tipi ca pero no esta tan cuidada como otras es una zona de protesta y entonces esta descuidada|plaza_uruguaya
20|La plaza Uruguay aun sigue ocupada por indigenas, por lo que no es un lugar de paseo, sino mas bien, un espacio para mirar la pobreza de ciertos grupos en Paraguay. Estos indigenas se han instalado a vivir ahi, con lo que se les puede ver comiendo, durmiendo y a sus hijos jugando con ropa o desnudos, lo que resulta chocante. Cerca de ella, esta la estacion de trenes, que es lugar de visita obligado.|plaza_uruguaya
20|Quizas es una moda en varios paises de latinoamerica. Actualmente la plaza esta habitada por personas que se encuentran protestando por algo, instaladas en carpas improvisadas, que hacen sus necesidades en cualquier parte (a juzgar por el aroma), lavan sus ropas alli, etc. Ojala algun dia se recupere y la dejen tan linda como la Plaza de la Democracia|plaza_uruguaya
10|Ocupada por indigenas que hacen sus necesidades entre los arbolesUna pena!!|plaza_uruguaya
30|La plaza es bonita, pero como casi todo en el centro de Asuncion esta abandonada a su suerte.En noviembre de 2011 durante mi visita la plaza esta toamda por unos indios que protestan contra el gobierno para que les de unas tierras.Duermen bajo unas lonas de plastico y hacen su vida aqui desde hace semanas.Un taxista me dijo que la gente estaba con su causa.Pasee por la plaza ante al indiferencia de los indios, pero los niños se acercaban y nos miraban con curiosidad.|plaza_uruguaya
50|Es un lindo parque . Puede ver varios tribus de indigenas manisfestandos. Son cordiales y nos explicarons sus problemas sociales. La plaza fue hace 50 años un centro de vendedores , cercana del viejo ferrocarril donde se puede visualizar los trains de antes. Los arboles son enormes y da gusto quedar sentado en el medio. Fue anticuamente un lugar de encuentro de jovenes amantes. Hoy es un lugar de la democracia donde se puede reunir y manisfestar a su gusto. Es cerca de Petitrosi un mercado de compras economicas.|plaza_uruguaya
20|El proyecto de enrejarla y reformarla, quizas la salve.......Indigenas que permanentemente la toman, como escenario de sus reclamos.Prostitutas de todo tipoFuente seca.Olores feos...en suma, un horror.....Lastimas, ya que , cuidada,seria hermosa, grande...|plaza_uruguaya
40|Sospecho que esta plaza recibe trafico peatonal adicional ya que se encuentra frente al Cabildo, el antiguo edificio legislativo durante la dictadura. La plaza esta anclada por una estatua de un heroe nacional llamado Jose Gervasio Artigas.|plaza_uruguaya
30|Aunque esta plaza es agradable, no hay una razon primordial para visitarla en comparacion con otras plazas. Ciertamente, una breve parada no esta sin recompensa, pero no hay nada espectacular al respecto.|plaza_uruguaya
30|Un buen lugar y disfrutar de un descanso tosit en la sombra al caminar por la ciudad. fascinante de ver los jugadores de ajedrez y amable posible desafio para un juego.|plaza_uruguaya
40|Plaza Uruguaya es una de las mas bonitas de la ciudad. Una de las que no han sido reclamados por los sin techo y es mantenido razonablemente bien.Hay bonitas zonas de estar, asi como un parque infantil para los niños.|plaza_uruguaya
30|Es mi primera vez en un parque de la ciudad, rodeado por una valla, aunque se encuentra en el corazon de la ciudad, no se admiten perros, supongo que cada pais es diferente.|plaza_uruguaya
50|No pierda esta gran parte de Asuncion. La arquitectura es espectacular. Le llevara de vuelta a un tiempo mas simple cuando la vida era mas lento y habia tiempo para disfrutar. Navegar por mercadillos al aire libre en los fines de semana y los vendedores de la calle todos los dias. Si buscas puedes encontrar algunos autenticos tesoros locales en grandes valores. Visita algunos cafes locales y parques. Tomese su tiempo, vagar y disfrutar! Y traiga su terere a permanecer hidratado.|plaza_uruguaya
40|Plaza Uruguaya es un bonito parque en el centro de Asuncion, donde podra relajarse y tomar un descanso durante un tipico dia de calor.Hay gente jugando al ajedrez y puede compartir un Terere, la bebida nacional, con algunos lugareños!|plaza_uruguaya
30|Una agradable plaza rodeada por librerias y vendedores ambulantes - y lleno de gente reunirse con amigos o simplemente dar un paseo. Un lugar agradable durante el dia, pero fiable despues de anochecer.|plaza_uruguaya
30|Nos gusta venir a la Plaza Uruguaya cuando en Asu. Los lugares para comer aqui son buenas y la sombra ofrece un dia de calor y de refrigeracion es bienvenido.|plaza_uruguaya
20|No es seguro por la noche es una zona para prostitutas y todos los problemas que van con eso. Agradable ver durante el dia.|plaza_uruguaya
40|Esta es una especie de centro de la ciudad. Es un pequeño parque justo al lado de la antigua estacion de tren. Hay un par de tiendas de libro en el parque y no hay mucho mas que hacer, pero sin duda, sentarse en el banco para relajarse despues de un paseo o cortar por el parque para ir a algunos restaurantes de la zona centro de la ciudad. Hay algunos festivales que tienen lugar aqui.|plaza_uruguaya
50|Uno de los lugares centrales en Asuncion. Esta bastante bien conservado, lleno de gente y cosas interesantes. Esta es la parte vieja de la ciudad, asi que hay un monton de historia aqui. Es popular entre los lugareños. Si, algunas pueden parecer pobre (y lo son), pero son amables y es un lugar seguro para estar, asi que simplemente relajese y disfrute el parque - es un lugar agradable para estar en Asuncion.|plaza_uruguaya
40|Esta es una encantadora plaza en la parte vieja de Asuncion, un agradable respiro si un poco cutre. Hay bancos para ver el mundo pasar, y el hermoso paisaje. Pero la mejor parte de Uruguay Plaza es la librerias, cabañas configuradas unico destacan en el medio del parque que esta atestado con libros. Casi todos ellos son en español, y uno de ellos parecian ser rellenas con textos academicos. Pero es una agradable sorpresa que merece la pena una visita.|plaza_uruguaya
40|A unos 30 m hacia el micro-centro en Mcal Estigarribia y a su izquierda encontrara un pequeño bar/cafe llamado Cafe El literario. Esta a dos niveles, llena de libros y carteles de cine. Esta abierto de 3 pm-1 am, probablemente no los domingos. Cuando llegue tarde, estaba lleno de gente que busca de diseño - dogs y Macs y grandes auriculares. Un poco de un rato con la mayoria de la gente tener buenas charlas al atento camarero. Probablemente el mejor cafe que tuve en Asuncion.|plaza_uruguaya
30|Este es el lugar donde el Convento de San Francisco fue durante la colonia. Al otro lado de la calle usted tendra la oportunidad de visitar el historico Asuncion a la estacion, con un interesante Museo, coche y locomotora. Mantener la entrada! Es un antiguo billete de tren!|plaza_uruguaya
30|Una bonita plaza llena de arboles, una pequeña zona de juegos para los niños. Situado justo al lado del museo de trenes. Tiene un aspecto tomarse cruda. Quizas lo mejor para evitar por la noche.|plaza_uruguaya
50|Practicamente se puede ver la Catedral, el teatro, Palacio de Gobierno, edificio Legislativo, y la Avenida Costanera en un solo dia. Despues de haber hecho todo eso debe disfrutar de la mayor plaza de Asuncion llena de cultura y de actividad principalmente los jueves, viernes y sabados. Realmente disfrute comer alimentos tradicionales, intentando te verde fria (el terere) y hablando con los vendedores por horas. El parque cierra por la noche. Recuerde que es uno de los puntos destacados de la ciudad de Asuncion y si se desea un tour por la ciudad de Asuncion, comuniquese con Martin viajes sitio web http://www.martintravel.com.py/ y correo electronico: incoming01@martintravel.com.py . Feliz viaje!|plaza_uruguaya
10|No vale la pena ir alli. jardin recientemente ha sido cerrada por una barrera para la permanencia de avoi epocas turbulentas y muchas veces los barbaros del Indio. No hay nada especial que decir excepto para las dos librerias donde uno puede encontrar algo nuevo y usado, a veces interesante.|plaza_uruguaya
40|Ignora las criticas antiguas ... esta plaza ha sido reconstruido. no es un gran parque (ninguno de ellos en esta ciudad son) pero es probablemente la mejor de las plazas pequeñas a Asuncion urbano.El paisaje esta bien hecho, y durante el dia y la noche es normalmente llena de niños y familias. Hay un trio de librerias justo en el parque, y algo de comida de la calle para la venta aloing la acera circundante.Muy cerca del museo del ferrocarril, que es uno de los mejores Asuncion.|plaza_uruguaya
50|"Al otro lado de la calle desde la estacion de tren, y en el principio de Palma Street, es una hermosa plaza no se puede perder. Durante la epoca colonial el Saint Francis Convento estaba ubicado aqui, de ahi su nombre original de la Plaza San Francisco. En gratitud al pueblo uruguayo que dio a Paraguay los trofeos confiscadas durante la triple alianza guerra, la plaza fue renombrada como ""Plaza Uruguaya"". La plaza es vallas son similares a las vallas que hace tiempo rodeado el Lopez Palacio Presidencial y que ahora estan en la residencia presidencial, en Mariscal Lopez Avenue. Un monton de verde. Ademas, tres muy buenas librerias se encuentran en la plaza."|plaza_uruguaya
40|Por ser uno de los mas populares y conocidos parques o plazas en Asuncion, solo cubre un bloque en tamaño. Esta justo al otro lado de la calle de donde vivo, y es un buen lugar para pasar la tarde viendo a la gente, bebiendo Terere, y haciendo las cosas como los lugareños hacer:. no hay ningun espacio para la practica de deportes, y solo un pequeño camino la rodea la plaza que puedes correr, pero despues de estar tan cerca de lo que realmente crece. Tambien es un gran punto de referencia, si te alojas cerca y necesita instrucciones a o desde siempre se puede usar como su guia. En el lado norte esta el Train Museum , pero una nota, si eres extranjero nunca pasear en cualquier lugar al norte del tren Museo al otro lado de la calle de la plaza, enseguida se encontrara en una zona peligrosa. Las cercanas en los lados este y oeste son muy buenos restaurantes.|plaza_uruguaya
